idPerfil,idBanco,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,,,,,,,,,,,
3,3,,,,,,,,,,,,,,,,,,,,,,,,
4,4,,,,,,,,,,,,,,,,,,,,,,,,
5,5,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,,,,,,,,,,,,,,,,,,,,,
7,7,,,,,,,,,,,,,,,,,,,,,,,,
8,8,,,,,,,,,,,,,,,,,,,,,,,,
9,9,,,,,,,,,,,,,,,,,,,,,,,,
10,10,,,,,,,,,,,,,,,,,,,,,,,,
11,11,,,,,,,,,,,,,,,,,,,,,,,,
12,12,,,,,,,,,,,,,,,,,,,,,,,,
13,13,,,,,,,,,,,,,,,,,,,,,,,,
14,14,,,,,,,,,,,,,,,,,,,,,,,,
15,15,,,,,,,,,,,,,,,,,,,,,,,,
16,16,,,,,,,,,,,,,,,,,,,,,,,,
17,17,,,,,,,,,,,,,,,,,,,,,,,,
18,1,,,,,,,,,,,,,,,,,,,,,,,,
19,2,,,,,,,,,,,,,,,,,,,,,,,,
20,3,,,,,,,,,,,,,,,,,,,,,,,,
21,4,,,,,,,,,,,,,,,,,,,,,,,,
22,5,,,,,,,,,,,,,,,,,,,,,,,,
23,6,,,,,,,,,,,,,,,,,,,,,,,,
24,7,,,,,,,,,,,,,,,,,,,,,,,,
25,8,,,,,,,,,,,,,,,,,,,,,,,,
26,9,,,,,,,,,,,,,,,,,,,,,,,,
27,10,,,,,,,,,,,,,,,,,,,,,,,,
28,11,,,,,,,,,,,,,,,,,,,,,,,,
29,12,,,,,,,,,,,,,,,,,,,,,,,,
30,13,,,,,,,,,,,,,,,,,,,,,,,,
31,14,,,,,,,,,,,,,,,,,,,,,,,,
32,15,,,,,,,,,,,,,,,,,,,,,,,,
33,16,,,,,,,,,,,,,,,,,,,,,,,,
34,17,,,,,,,,,,,,,,,,,,,,,,,,
35,1,,,,,,,,,,,,,,,,,,,,,,,,
36,2,,,,,,,,,,,,,,,,,,,,,,,,
37,3,,,,,,,,,,,,,,,,,,,,,,,,
38,4,,,,,,,,,,,,,,,,,,,,,,,,
39,5,,,,,,,,,,,,,,,,,,,,,,,,
40,6,,,,,,,,,,,,,,,,,,,,,,,,
41,7,,,,,,,,,,,,,,,,,,,,,,,,
42,8,,,,,,,,,,,,,,,,,,,,,,,,
43,9,,,,,,,,,,,,,,,,,,,,,,,,
44,10,,,,,,,,,,,,,,,,,,,,,,,,
45,11,,,,,,,,,,,,,,,,,,,,,,,,
46,12,,,,,,,,,,,,,,,,,,,,,,,,
47,13,,,,,,,,,,,,,,,,,,,,,,,,
48,14,,,,,,,,,,,,,,,,,,,,,,,,
49,15,,,,,,,,,,,,,,,,,,,,,,,,
50,16,,,,,,,,,,,,,,,,,,,,,,,,
51,17,,,,,,,,,,,,,,,,,,,,,,,,
52,1,,,,,,,,,,,,,,,,,,,,,,,,
53,2,,,,,,,,,,,,,,,,,,,,,,,,
54,3,,,,,,,,,,,,,,,,,,,,,,,,
55,4,,,,,,,,,,,,,,,,,,,,,,,,
56,5,,,,,,,,,,,,,,,,,,,,,,,,
57,6,,,,,,,,,,,,,,,,,,,,,,,,
58,7,,,,,,,,,,,,,,,,,,,,,,,,
59,8,,,,,,,,,,,,,,,,,,,,,,,,
60,9,,,,,,,,,,,,,,,,,,,,,,,,
61,10,,,,,,,,,,,,,,,,,,,,,,,,
62,11,,,,,,,,,,,,,,,,,,,,,,,,
63,12,,,,,,,,,,,,,,,,,,,,,,,,
64,13,,,,,,,,,,,,,,,,,,,,,,,,
65,14,,,,,,,,,,,,,,,,,,,,,,,,
66,15,,,,,,,,,,,,,,,,,,,,,,,,
67,16,,,,,,,,,,,,,,,,,,,,,,,,
68,17,,,,,,,,,,,,,,,,,,,,,,,,
69,1,,,,,,,,,,,,,,,,,,,,,,,,
70,2,,,,,,,,,,,,,,,,,,,,,,,,
71,3,,,,,,,,,,,,,,,,,,,,,,,,
72,4,,,,,,,,,,,,,,,,,,,,,,,,
73,5,,,,,,,,,,,,,,,,,,,,,,,,
74,6,,,,,,,,,,,,,,,,,,,,,,,,
75,7,,,,,,,,,,,,,,,,,,,,,,,,
76,8,,,,,,,,,,,,,,,,,,,,,,,,
77,9,,,,,,,,,,,,,,,,,,,,,,,,
78,10,,,,,,,,,,,,,,,,,,,,,,,,
79,11,,,,,,,,,,,,,,,,,,,,,,,,
80,12,,,,,,,,,,,,,,,,,,,,,,,,
81,13,,,,,,,,,,,,,,,,,,,,,,,,
82,14,,,,,,,,,,,,,,,,,,,,,,,,
83,15,,,,,,,,,,,,,,,,,,,,,,,,
84,16,,,,,,,,,,,,,,,,,,,,,,,,
85,17,,,,,,,,,,,,,,,,,,,,,,,,
86,1,,,,,,,,,,,,,,,,,,,,,,,,
87,2,,,,,,,,,,,,,,,,,,,,,,,,
88,3,,,,,,,,,,,,,,,,,,,,,,,,
89,4,,,,,,,,,,,,,,,,,,,,,,,,
90,5,,,,,,,,,,,,,,,,,,,,,,,,
91,6,,,,,,,,,,,,,,,,,,,,,,,,
92,7,,,,,,,,,,,,,,,,,,,,,,,,
93,8,,,,,,,,,,,,,,,,,,,,,,,,
94,9,,,,,,,,,,,,,,,,,,,,,,,,
95,10,,,,,,,,,,,,,,,,,,,,,,,,
96,11,,,,,,,,,,,,,,,,,,,,,,,,
97,12,,,,,,,,,,,,,,,,,,,,,,,,
98,13,,,,,,,,,,,,,,,,,,,,,,,,
99,14,,,,,,,,,,,,,,,,,,,,,,,,
100,15,,,,,,,,,,,,,,,,,,,,,,,,
101,16,,,,,,,,,,,,,,,,,,,,,,,,
102,17,,,,,,,,,,,,,,,,,,,,,,,,
103,1,,,,,,,,,,,,,,,,,,,,,,,,
104,2,,,,,,,,,,,,,,,,,,,,,,,,
105,3,,,,,,,,,,,,,,,,,,,,,,,,
106,4,,,,,,,,,,,,,,,,,,,,,,,,
107,5,,,,,,,,,,,,,,,,,,,,,,,,
108,6,,,,,,,,,,,,,,,,,,,,,,,,
109,7,,,,,,,,,,,,,,,,,,,,,,,,
110,8,,,,,,,,,,,,,,,,,,,,,,,,
111,9,,,,,,,,,,,,,,,,,,,,,,,,
112,10,,,,,,,,,,,,,,,,,,,,,,,,
113,11,,,,,,,,,,,,,,,,,,,,,,,,
114,12,,,,,,,,,,,,,,,,,,,,,,,,
115,13,,,,,,,,,,,,,,,,,,,,,,,,
116,14,,,,,,,,,,,,,,,,,,,,,,,,
117,15,,,,,,,,,,,,,,,,,,,,,,,,
118,16,,,,,,,,,,,,,,,,,,,,,,,,
119,17,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
121,2,,,,,,,,,,,,,,,,,,,,,,,,
122,3,,,,,,,,,,,,,,,,,,,,,,,,
123,4,,,,,,,,,,,,,,,,,,,,,,,,
124,5,,,,,,,,,,,,,,,,,,,,,,,,
125,6,,,,,,,,,,,,,,,,,,,,,,,,
126,7,,,,,,,,,,,,,,,,,,,,,,,,
127,8,,,,,,,,,,,,,,,,,,,,,,,,
128,9,,,,,,,,,,,,,,,,,,,,,,,,
129,10,,,,,,,,,,,,,,,,,,,,,,,,
130,11,,,,,,,,,,,,,,,,,,,,,,,,
131,12,,,,,,,,,,,,,,,,,,,,,,,,
132,13,,,,,,,,,,,,,,,,,,,,,,,,
133,14,,,,,,,,,,,,,,,,,,,,,,,,
134,15,,,,,,,,,,,,,,,,,,,,,,,,
135,16,,,,,,,,,,,,,,,,,,,,,,,,
136,17,,,,,,,,,,,,,,,,,,,,,,,,
137,1,,,,,,,,,,,,,,,,,,,,,,,,
138,2,,,,,,,,,,,,,,,,,,,,,,,,
139,3,,,,,,,,,,,,,,,,,,,,,,,,
140,4,,,,,,,,,,,,,,,,,,,,,,,,
141,5,,,,,,,,,,,,,,,,,,,,,,,,
142,6,,,,,,,,,,,,,,,,,,,,,,,,
143,7,,,,,,,,,,,,,,,,,,,,,,,,
144,8,,,,,,,,,,,,,,,,,,,,,,,,
145,9,,,,,,,,,,,,,,,,,,,,,,,,
146,10,,,,,,,,,,,,,,,,,,,,,,,,
147,11,,,,,,,,,,,,,,,,,,,,,,,,
148,12,,,,,,,,,,,,,,,,,,,,,,,,
149,13,,,,,,,,,,,,,,,,,,,,,,,,
150,14,,,,,,,,,,,,,,,,,,,,,,,,
151,15,,,,,,,,,,,,,,,,,,,,,,,,
152,16,,,,,,,,,,,,,,,,,,,,,,,,
153,17,,,,,,,,,,,,,,,,,,,,,,,,
154,1,,,,,,,,,,,,,,,,,,,,,,,,
155,2,,,,,,,,,,,,,,,,,,,,,,,,
156,3,,,,,,,,,,,,,,,,,,,,,,,,
157,4,,,,,,,,,,,,,,,,,,,,,,,,
158,5,,,,,,,,,,,,,,,,,,,,,,,,
159,6,,,,,,,,,,,,,,,,,,,,,,,,
160,7,,,,,,,,,,,,,,,,,,,,,,,,
161,8,,,,,,,,,,,,,,,,,,,,,,,,
162,9,,,,,,,,,,,,,,,,,,,,,,,,
163,10,,,,,,,,,,,,,,,,,,,,,,,,
164,11,,,,,,,,,,,,,,,,,,,,,,,,
165,12,,,,,,,,,,,,,,,,,,,,,,,,
166,13,,,,,,,,,,,,,,,,,,,,,,,,
167,14,,,,,,,,,,,,,,,,,,,,,,,,
168,15,,,,,,,,,,,,,,,,,,,,,,,,
169,16,,,,,,,,,,,,,,,,,,,,,,,,
170,17,,,,,,,,,,,,,,,,,,,,,,,,
171,1,,,,,,,,,,,,,,,,,,,,,,,,
172,2,,,,,,,,,,,,,,,,,,,,,,,,
173,3,,,,,,,,,,,,,,,,,,,,,,,,
174,4,,,,,,,,,,,,,,,,,,,,,,,,
175,5,,,,,,,,,,,,,,,,,,,,,,,,
176,6,,,,,,,,,,,,,,,,,,,,,,,,
177,7,,,,,,,,,,,,,,,,,,,,,,,,
178,8,,,,,,,,,,,,,,,,,,,,,,,,
179,9,,,,,,,,,,,,,,,,,,,,,,,,
180,10,,,,,,,,,,,,,,,,,,,,,,,,
181,11,,,,,,,,,,,,,,,,,,,,,,,,
182,12,,,,,,,,,,,,,,,,,,,,,,,,
183,13,,,,,,,,,,,,,,,,,,,,,,,,
184,14,,,,,,,,,,,,,,,,,,,,,,,,
185,15,,,,,,,,,,,,,,,,,,,,,,,,
186,16,,,,,,,,,,,,,,,,,,,,,,,,
187,17,,,,,,,,,,,,,,,,,,,,,,,,
188,1,,,,,,,,,,,,,,,,,,,,,,,,
189,2,,,,,,,,,,,,,,,,,,,,,,,,
190,3,,,,,,,,,,,,,,,,,,,,,,,,
191,4,,,,,,,,,,,,,,,,,,,,,,,,
192,5,,,,,,,,,,,,,,,,,,,,,,,,
193,6,,,,,,,,,,,,,,,,,,,,,,,,
194,7,,,,,,,,,,,,,,,,,,,,,,,,
195,8,,,,,,,,,,,,,,,,,,,,,,,,
196,9,,,,,,,,,,,,,,,,,,,,,,,,
197,10,,,,,,,,,,,,,,,,,,,,,,,,
198,11,,,,,,,,,,,,,,,,,,,,,,,,
199,12,,,,,,,,,,,,,,,,,,,,,,,,
200,13,,,,,,,,,,,,,,,,,,,,,,,,
201,14,,,,,,,,,,,,,,,,,,,,,,,,
202,15,,,,,,,,,,,,,,,,,,,,,,,,
203,16,,,,,,,,,,,,,,,,,,,,,,,,
204,17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
